Scheme_ID,Scheme_Name,Type,State,District,Category,Crop,Min_Land_Acres,Max_Land_Acres,Income_Limit,Gender,Age_Min,Age_Max,FPO_Required,Organic_Required,Irrigation_Required,Need,Eligibility,Benefit,Subsidy,Required_Documents,Apply_At,Official_Website,Keywords
AGRI295,AIF - Telangana Nalgonda Chapter,State Government,Telangana,Nalgonda,Storage,Grapes,2.0,5.0,Below ₹5 Lakh/year,All (Priority for Women),21,75,Yes,No,No,Need cold storage and infrastructure,"Farmers residing in Nalgonda district of Telangana, cultivating Grapes, owning between 2.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",3% interest subvention up to ₹2 crore,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",CSC Center,https://agriinfra.dac.gov.in/,"grapes, storage, telangana farmer, nalgonda, aif, government subsidy, agricultural support"
AGRI296,AIF - Rajasthan Jaipur Chapter,State Government,Rajasthan,Jaipur,Storage,Onion,0.0,25.0,Below ₹2.5 Lakh/year,Female Only,18,70,Yes,No,No,Need cold storage and infrastructure,"Farmers residing in Jaipur district of Rajasthan, cultivating Onion, owning between 0.0 and 25.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",3% interest subvention up to ₹2 crore,40%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",FPO Office,https://agriinfra.dac.gov.in/,"onion, storage, rajasthan farmer, jaipur, aif, government subsidy, agricultural support"
AGRI297,MIDH (Mission for Integrated Development of Horticulture) (Uttar Pradesh Implementation),Horticulture Department,Uttar Pradesh,Varanasi,Horticulture,Banana,0.0,5.0,None,Male & Female,18,70,No,No,No,Need horticulture support,"Farmers residing in Varanasi district of Uttar Pradesh, cultivating Banana, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",PM Kisan Portal,https://midh.gov.in/,"banana, horticulture, uttar pradesh farmer, varanasi, midh, government subsidy, agricultural support"
AGRI298,Kisan Credit Card (KCC) Scheme (Odisha Implementation),NABARD Supported,Odisha,Balasore,Credit,Cotton,0.0,2.0,None,Female Only,21,65,No,No,No,Need financial assistance,"Farmers residing in Balasore district of Odisha, cultivating Cotton, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",State Agriculture Department Portal,https://www.nabard.org/,"cotton, credit, odisha farmer, balasore, kisan, government subsidy, agricultural support"
AGRI299,SMAM (Sub-Mission on Agricultural Mechanization) (Uttar Pradesh Implementation),Central Government,Uttar Pradesh,Gorakhpur,Farm Mechanization,Wheat,0.0,5.0,Below ₹5 Lakh/year,Female Only,21,75,No,Yes,No,Need farm machinery,"Farmers residing in Gorakhpur district of Uttar Pradesh, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",40% to 50% subsidy on farm implements,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",CSC Center,https://agrimachinery.nic.in/,"wheat, farm mechanization, uttar pradesh farmer, gorakhpur, smam, government subsidy, agricultural support"
AGRI300,PM-KUSUM (Solar Agriculture Pumps Scheme) (Karnataka Implementation),Central Government,Karnataka,Belagavi,Irrigation,Tomato,0.0,25.0,Below ₹5 Lakh/year,All (Priority for Women),18,70,No,No,Yes,Need irrigation support,"Farmers residing in Belagavi district of Karnataka, cultivating Tomato, owning between 0.0 and 25.0 acres of land, registered with the state agriculture portal.",Up to 60% subsidy on solar pump installation,40%,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,https://pmkusum.mnre.gov.in/,"tomato, irrigation, karnataka farmer, belagavi, pm-kusum, government subsidy, agricultural support"
AGRI301,National Livestock Mission - Bihar Darbhanga Chapter,State Government,Bihar,Darbhanga,Dairy,Dairy,0.0,10.0,Below ₹1.5 Lakh/year,All (Priority for Women),18,65,No,No,No,Need dairy development,"Farmers residing in Darbhanga district of Bihar, cultivating Dairy, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,60%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",District Agriculture Office,https://nlm.udyamimitra.in/,"dairy, dairy, bihar farmer, darbhanga, national, government subsidy, agricultural support"
AGRI302,National Livestock Mission (NLM) - Dairy/Poultry (Rajasthan Implementation),Central Government,Rajasthan,Udaipur,Dairy,Dairy,0.0,5.0,Below ₹5 Lakh/year,All (Priority for Women),18,70,No,No,No,Need dairy development,"Farmers residing in Udaipur district of Rajasthan, cultivating Dairy, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",NABARD Office,https://nlm.udyamimitra.in/,"dairy, dairy, rajasthan farmer, udaipur, national, government subsidy, agricultural support"
AGRI303,Soil Health Card Scheme - Uttar Pradesh Lucknow Chapter,State Government,Uttar Pradesh,Lucknow,Soil Improvement,Rice,0.0,10.0,Below ₹2.5 Lakh/year,All (Priority for Women),18,60,No,No,No,Need soil health assessment,"Farmers residing in Lucknow district of Uttar Pradesh, cultivating Rice, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Free soil testing and recommendations,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Farmer registration certificate, Crop details",FPO Office,https://soilhealth.dac.gov.in/,"rice, soil improvement, uttar pradesh farmer, lucknow, soil, government subsidy, agricultural support"
AGRI304,SMAM - Odisha Rice Initiative,Central Government,Odisha,Puri,Farm Mechanization,Wheat,1.0,5.0,Below ₹5 Lakh/year,Male & Female,18,65,No,Yes,No,Need farm machinery,"Farmers residing in Puri district of Odisha, cultivating Wheat, owning between 1.0 and 5.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",40% to 50% subsidy on farm implements,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://agrimachinery.nic.in/,"wheat, farm mechanization, odisha farmer, puri, smam, government subsidy, agricultural support"
AGRI305,RKVY-RAFTAAR - Bihar Maize Initiative,State Government,Bihar,Bhagalpur,Subsidy,Millet,0.0,10.0,Below ₹1.5 Lakh/year,All,18,75,No,No,No,Need financial assistance,"Farmers residing in Bhagalpur district of Bihar, cultivating Millet, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to 50% project cost subsidy,60%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",PM Kisan Portal,State Agriculture Department Portal,"millet, subsidy, bihar farmer, bhagalpur, rkvy-raftaar, government subsidy, agricultural support"
AGRI306,Cooperative Agricultural Credit Structure Scheme (Odisha Implementation),Cooperative,Odisha,Sambalpur,Credit,Wheat,0.0,10.0,Below ₹1.5 Lakh/year,Male & Female,21,70,No,No,No,Need short term crop credit,"Farmers residing in Sambalpur district of Odisha, cultivating Wheat, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Low interest short term loans,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",District Agriculture Office,State Agriculture Department Portal,"wheat, credit, odisha farmer, sambalpur, cooperative, government subsidy, agricultural support"
AGRI307,RKVY-RAFTAAR - Kerala Vegetables Initiative,State Government,Kerala,Palakkad,Subsidy,Maize,0.0,5.0,Below ₹1.5 Lakh/year,Male & Female,21,75,Yes,No,No,Need financial assistance,"Farmers residing in Palakkad district of Kerala, cultivating Maize, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to 50% project cost subsidy,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details",State Agriculture Department Portal,State Agriculture Department Portal,"maize, subsidy, kerala farmer, palakkad, rkvy-raftaar, government subsidy, agricultural support"
AGRI308,e-NAM - Andhra Pradesh Onion Initiative,Central Government,Andhra Pradesh,Krishna,Marketing,Pulses,0.0,20.0,Below ₹5 Lakh/year,All,21,65,Yes,No,No,Need market linkage,"Farmers residing in Krishna district of Andhra Pradesh, cultivating Pulses, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free access to online trading platform,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",FPO Office,https://www.enam.gov.in/,"pulses, marketing, andhra pradesh farmer, krishna, e-nam, government subsidy, agricultural support"
AGRI309,Horticulture Cluster Development Program - Rajasthan Onion Initiative,Horticulture Department,Rajasthan,Ganganagar,Horticulture,Mango,0.0,10.0,Below ₹5 Lakh/year,Male & Female,21,65,Yes,No,No,Need cluster infrastructure,"Farmers residing in Ganganagar district of Rajasthan, cultivating Mango, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹50 lakh grant for post-harvest support,60%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",PM Kisan Portal,https://midh.gov.in/,"mango, horticulture, rajasthan farmer, ganganagar, horticulture, government subsidy, agricultural support"
AGRI310,RKVY-RAFTAAR - Assam Millet Initiative,State Government,Assam,Sonitpur,Subsidy,Wheat,0.0,5.0,Below ₹1.5 Lakh/year,Male & Female,21,75,Yes,No,No,Need financial assistance,"Farmers residing in Sonitpur district of Assam, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to 50% project cost subsidy,60%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",CSC Center,State Agriculture Department Portal,"wheat, subsidy, assam farmer, sonitpur, rkvy-raftaar, government subsidy, agricultural support"
AGRI311,PMFBY - Madhya Pradesh Ujjain Chapter,State Government,Madhya Pradesh,Ujjain,Crop Insurance,Cotton,0.0,2.0,Below ₹2.5 Lakh/year,All,21,70,No,Yes,No,Need crop insurance,"Farmers residing in Ujjain district of Madhya Pradesh, cultivating Cotton, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",Premium subsidy up to 90%,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",NABARD Office,https://pmfby.gov.in/,"cotton, crop insurance, madhya pradesh farmer, ujjain, pmfby, government subsidy, agricultural support"
AGRI312,Fisheries Infrastructure Development Fund (FIDF) (Madhya Pradesh Implementation),NABARD Supported,Madhya Pradesh,Dewas,Fisheries,Fisheries,0.0,2.0,Below ₹5 Lakh/year,Female Only,21,75,No,No,No,Need fisheries storage and market access,"Farmers residing in Dewas district of Madhya Pradesh, cultivating Fisheries, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Interest subvention up to 3%,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",State Agriculture Department Portal,https://nabard.org/,"fisheries, fisheries, madhya pradesh farmer, dewas, fisheries, government subsidy, agricultural support"
AGRI313,e-NAM - Andhra Pradesh Tomato Initiative,Central Government,Andhra Pradesh,Anantapur,Marketing,Soybean,0.0,2.0,None,All,21,70,Yes,No,No,Need market linkage,"Farmers residing in Anantapur district of Andhra Pradesh, cultivating Soybean, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free access to online trading platform,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",FPO Office,https://www.enam.gov.in/,"soybean, marketing, andhra pradesh farmer, anantapur, e-nam, government subsidy, agricultural support"
AGRI314,Soil Health Card Scheme (Assam Implementation),Agriculture Department,Assam,Cachar,Soil Improvement,Wheat,0.0,5.0,Below ₹5 Lakh/year,All (Priority for Women),18,60,Yes,No,No,Need soil health assessment,"Farmers residing in Cachar district of Assam, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free soil testing and recommendations,40%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Farmer registration certificate, Crop details",Block Development Office,https://soilhealth.dac.gov.in/,"wheat, soil improvement, assam farmer, cachar, soil, government subsidy, agricultural support"
